level,time,normalized_nav,drawdown
B5,2023-10-01T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-01T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-01T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-01T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-01T16:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-01T20:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-02T00:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-02T04:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-02T08:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-02T12:00:00.000000+0000,0.923307973864984,-0.17673248693161525
B5,2023-10-02T16:00:00.000000+0000,0.9247530757844217,-0.17544396187061562
B5,2023-10-02T20:00:00.000000+0000,0.9229878603296219,-0.17701791615091889
B5,2023-10-03T00:00:00.000000+0000,0.9194574294200226,-0.1801658247115251
B5,2023-10-03T04:00:00.000000+0000,0.921683135863031,-0.17818127366244707
B5,2023-10-03T08:00:00.000000+0000,0.9229111118315874,-0.1770863489457144
B5,2023-10-03T12:00:00.000000+0000,0.923678596811935,-0.1764020209977566
B5,2023-10-03T16:00:00.000000+0000,0.9242158362981784,-0.175922991434186
B5,2023-10-03T20:00:00.000000+0000,0.9206086568905443,-0.17913933278958805
B5,2023-10-04T00:00:00.000000+0000,0.9212226448748223,-0.17859187043122193
B5,2023-10-04T04:00:00.000000+0000,0.9175387169691535,-0.18187664458141972
B5,2023-10-04T08:00:00.000000+0000,0.9179224594593274,-0.1815344806074407
B5,2023-10-04T12:00:00.000000+0000,0.9210691478787527,-0.17872873602081352
B5,2023-10-04T16:00:00.000000+0000,0.9142385315536584,-0.1848192547576386
B5,2023-10-04T20:00:00.000000+0000,0.916003747008458,-0.18324530047733556
B5,2023-10-05T00:00:00.000000+0000,0.9176154654671882,-0.18180821178662399
B5,2023-10-05T04:00:00.000000+0000,0.9184596989455707,-0.18105545104387022
B5,2023-10-05T08:00:00.000000+0000,0.916694483490771,-0.18262940532417338
B5,2023-10-05T12:00:00.000000+0000,0.9183062019495011,-0.18119231663346191
B5,2023-10-05T16:00:00.000000+0000,0.9150827650320408,-0.18406649401488506
B5,2023-10-05T20:00:00.000000+0000,0.9150827650320408,-0.18406649401488506
B5,2023-10-06T00:00:00.000000+0000,0.9143152800516932,-0.18475082196284287
B5,2023-10-06T04:00:00.000000+0000,0.9180759564553969,-0.18139761501784912
B5,2023-10-06T08:00:00.000000+0000,0.9192271839259184,-0.1803711230959123
B5,2023-10-06T12:00:00.000000+0000,0.9179992079573621,-0.18146604781264497
B5,2023-10-06T16:00:00.000000+0000,0.9205319083925093,-0.179207765584384
B5,2023-10-06T20:00:00.000000+0000,0.9198411719101965,-0.17982366073754608
B5,2023-10-07T00:00:00.000000+0000,0.9197644234121617,-0.17989209353234192
B5,2023-10-07T04:00:00.000000+0000,0.9194660297853561,-0.18015815619616504
B5,2023-10-07T08:00:00.000000+0000,0.9181125249406656,-0.18136500872961592
B5,2023-10-07T12:00:00.000000+0000,0.9177343850832772,-0.18170217711632553
B5,2023-10-07T16:00:00.000000+0000,0.9166755934825896,-0.1826462485991125
B5,2023-10-07T20:00:00.000000+0000,0.9150874060815581,-0.1840623558232931
B5,2023-10-08T00:00:00.000000+0000,0.9163730815966789,-0.18291598330848025
B5,2023-10-08T04:00:00.000000+0000,0.9180368969691878,-0.181432442406958
B5,2023-10-08T08:00:00.000000+0000,0.9165999655111118,-0.18271368227645457
B5,2023-10-08T12:00:00.000000+0000,0.9157680578248573,-0.18345545272721575
B5,2023-10-08T16:00:00.000000+0000,0.9177343850832772,-0.18170217711632553
B5,2023-10-08T20:00:00.000000+0000,0.9165999655111118,-0.18271368227645457
B5,2023-10-09T00:00:00.000000+0000,0.9157680578248573,-0.18345545272721575
B5,2023-10-09T04:00:00.000000+0000,0.9159949417392904,-0.18325315169518996
B5,2023-10-09T08:00:00.000000+0000,0.9140286144808705,-0.1850064273060802
B5,2023-10-09T12:00:00.000000+0000,0.9078271208197004,-0.19053598884811818
B5,2023-10-09T16:00:00.000000+0000,0.9080540047341333,-0.1903336878160925
B5,2023-10-09T20:00:00.000000+0000,0.9080540047341333,-0.1903336878160925
B5,2023-10-10T00:00:00.000000+0000,0.9072977250193565,-0.19100802458951183
B5,2023-10-10T04:00:00.000000+0000,0.9076002369052673,-0.19073828988014407
B5,2023-10-10T08:00:00.000000+0000,0.9090371683633433,-0.1894570500106474
B5,2023-10-10T12:00:00.000000+0000,0.9075246089337896,-0.19080572355748593
B5,2023-10-10T16:00:00.000000+0000,0.9063901893616242,-0.19181722871761497
