open_time_ms,open,high,low,close,base_volume,close_time_ms,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
1614884400000,1507.77,1540.0,1506.45,1526.71,41630.20917,1614887999999,63585285.1739132,43780,21150.59728,32306906.0734682
1614888000000,1526.83,1533.0,1506.36,1531.0,35652.44042,1614891599999,54238669.3379766,50060,17679.37668,26904440.8471124
1614891600000,1531.19,1537.58,1511.33,1517.97,21649.29525,1614895199999,33039758.9182583,59342,10301.5215,15724674.2658936
1614895200000,1517.93,1533.83,1512.34,1529.71,15975.924,1614898799999,24344399.1077051,39084,8839.70142,13471826.7002057
1614898800000,1529.73,1547.8,1524.0,1539.23,23998.93638,1614902399999,36890236.6061799,31479,12445.32713,19134644.3573871
1614902400000,1539.22,1541.65,1470.1,1478.94,80051.69138,1614905999999,119649892.9660134,79889,33499.92547,50090941.3548022
1614906000000,1479.17,1482.35,1460.7,1463.28,48148.86731,1614909599999,70683411.9869899,54656,20997.70623,30828575.8470842
1614909600000,1463.28,1482.84,1445.45,1480.97,44432.65408,1614913199999,64983116.5577208,45561,21305.98915,31196691.9187799
1614913200000,1480.97,1484.34,1471.58,1481.67,25192.29634,1614916799999,37276778.8943726,25908,13264.48724,19627897.2199204
1614916800000,1481.53,1487.21,1464.79,1465.48,24988.65284,1614920399999,36918304.917842,26052,11855.68679,17516801.9799682
1614920400000,1465.47,1478.81,1461.56,1472.41,45814.83316,1614923999999,67381786.3036369,57471,26201.05302,38541920.7865779
1614924000000,1472.37,1485.0,1469.18,1479.99,23967.72738,1614927599999,35433335.7571024,47002,13592.47791,20095924.3712531
1614927600000,1479.99,1486.36,1468.04,1474.17,26675.3689,1614931199999,39401248.6640861,29350,12099.73736,17873131.0235964
1614931200000,1474.04,1480.38,1441.66,1456.06,54381.84896,1614934799999,79231996.0674218,52854,25225.97024,36762710.5458445
1614934800000,1456.06,1472.66,1452.64,1469.8,29370.19739,1614938399999,42965779.7688241,30000,14157.69919,20710099.9816054
1614938400000,1469.79,1476.0,1461.19,1471.51,24599.63913,1614941999999,36176928.7362477,24244,12673.05139,18638187.437538
1614942000000,1471.51,1481.77,1471.0,1480.15,21380.54835,1614945599999,31532613.0526823,54569,12288.78227,18124254.1564915
1614945600000,1480.24,1488.0,1460.96,1482.47,42895.40646,1614949199999,63371939.6801104,55426,20835.19913,30782711.7203876
